45.00000 87.50000 25.0 4247.856
135.0000 87.50000 25.0 4369.817
225.0000 87.50000 25.0 4245.778
315.0000 87.50000 25.0 4317.613
135.0000 82.50000 25.0 4263.531
315.0000 82.50000 25.0 4309.102
330.0000 77.50000 25.0 4167.208
112.5000 72.50000 25.0 4102.355
292.5000 72.50000 25.0 4415.012
25.00000 67.50000 25.0 3976.291
65.00000 67.50000 25.0 3898.726
295.0000 67.50000 25.0 4262.102
305.0000 67.50000 25.0 4385.051
325.0000 67.50000 25.0 4083.089
335.0000 67.50000 25.0 4381.816
15.00000 62.50000 25.0 4067.308
25.00000 62.50000 25.0 3964.056
65.00000 62.50000 25.0 4050.833
175.0000 62.50000 25.0 3937.442
295.0000 62.50000 25.0 4268.715
305.0000 62.50000 25.0 4478.412
315.0000 62.50000 25.0 4104.515
325.0000 62.50000 25.0 4367.370
335.0000 62.50000 25.0 4310.423
22.50000 57.50000 25.0 4170.875
47.50000 57.50000 25.0 3990.480
52.50000 57.50000 25.0 4028.064
62.50000 57.50000 25.0 4026.973
97.50000 57.50000 25.0 3925.359
102.5000 57.50000 25.0 4068.702
142.5000 57.50000 25.0 4139.929
167.5000 57.50000 25.0 4288.472
172.5000 57.50000 25.0 4357.312
177.5000 57.50000 25.0 4369.185
182.5000 57.50000 25.0 4499.489
187.5000 57.50000 25.0 4181.372
192.5000 57.50000 25.0 4157.364
212.5000 57.50000 25.0 4371.800
217.5000 57.50000 25.0 4324.263
222.5000 57.50000 25.0 4018.173
227.5000 57.50000 25.0 3916.326
232.5000 57.50000 25.0 4162.079
237.5000 57.50000 25.0 4363.319
242.5000 57.50000 25.0 4461.516
277.5000 57.50000 25.0 4245.261
282.5000 57.50000 25.0 4295.754
287.5000 57.50000 25.0 4292.010
292.5000 57.50000 25.0 4253.253
297.5000 57.50000 25.0 4193.735
302.5000 57.50000 25.0 4383.017
307.5000 57.50000 25.0 4603.188
312.5000 57.50000 25.0 4543.022
317.5000 57.50000 25.0 4527.181
322.5000 57.50000 25.0 4458.959
327.5000 57.50000 25.0 4369.858
332.5000 57.50000 25.0 4376.086
337.5000 57.50000 25.0 4457.127
342.5000 57.50000 25.0 4525.540
347.5000 57.50000 25.0 4585.458
352.5000 57.50000 25.0 4373.697
47.50000 52.50000 25.0 3862.797
52.50000 52.50000 25.0 3876.380
57.50000 52.50000 25.0 3986.879
87.50000 52.50000 25.0 3329.533
92.50000 52.50000 25.0 3216.375
97.50000 52.50000 25.0 3285.942
102.5000 52.50000 25.0 3421.548
167.5000 52.50000 25.0 4536.173
172.5000 52.50000 25.0 4497.335
217.5000 52.50000 25.0 4491.898
222.5000 52.50000 25.0 4391.637
282.5000 52.50000 25.0 4284.872
287.5000 52.50000 25.0 4276.744
292.5000 52.50000 25.0 4253.891
297.5000 52.50000 25.0 4258.308
302.5000 52.50000 25.0 4240.083
307.5000 52.50000 25.0 4422.592
312.5000 52.50000 25.0 4608.048
317.5000 52.50000 25.0 4625.918
322.5000 52.50000 25.0 4605.868
327.5000 52.50000 25.0 4516.410
332.5000 52.50000 25.0 4498.519
337.5000 52.50000 25.0 4559.983
342.5000 52.50000 25.0 4660.596
347.5000 52.50000 25.0 4485.814
352.5000 52.50000 25.0 4206.264
357.5000 52.50000 25.0 4170.679
52.50000 47.50000 25.0 3852.377
57.50000 47.50000 25.0 3858.118
62.50000 47.50000 25.0 3767.219
82.50000 47.50000 25.0 3555.832
87.50000 47.50000 25.0 3382.292
92.50000 47.50000 25.0 3110.876
167.5000 47.50000 25.0 4687.419
172.5000 47.50000 25.0 4595.879
177.5000 47.50000 25.0 4544.678
182.5000 47.50000 25.0 4612.082
187.5000 47.50000 25.0 4638.470
212.5000 47.50000 25.0 4687.603
217.5000 47.50000 25.0 4648.424
227.5000 47.50000 25.0 4291.552
247.5000 47.50000 25.0 3801.916
252.5000 47.50000 25.0 4114.489
257.5000 47.50000 25.0 4171.873
272.5000 47.50000 25.0 4146.078
277.5000 47.50000 25.0 4245.461
287.5000 47.50000 25.0 4219.868
292.5000 47.50000 25.0 4360.238
297.5000 47.50000 25.0 4164.353
302.5000 47.50000 25.0 4495.977
307.5000 47.50000 25.0 4397.615
312.5000 47.50000 25.0 4331.921
317.5000 47.50000 25.0 4641.809
322.5000 47.50000 25.0 4603.553
327.5000 47.50000 25.0 4447.888
332.5000 47.50000 25.0 4388.412
337.5000 47.50000 25.0 4434.635
342.5000 47.50000 25.0 4628.927
347.5000 47.50000 25.0 4727.884
352.5000 47.50000 25.0 4312.901
37.50000 42.50000 25.0 3662.699
72.50000 42.50000 25.0 3541.856
77.50000 42.50000 25.0 3421.335
82.50000 42.50000 25.0 3452.045
87.50000 42.50000 25.0 3390.412
92.50000 42.50000 25.0 3256.200
102.5000 42.50000 25.0 3310.169
177.5000 42.50000 25.0 4566.564
182.5000 42.50000 25.0 4672.156
187.5000 42.50000 25.0 4676.752
192.5000 42.50000 25.0 4666.800
197.5000 42.50000 25.0 4658.392
202.5000 42.50000 25.0 4607.909
207.5000 42.50000 25.0 4602.455
212.5000 42.50000 25.0 4635.949
217.5000 42.50000 25.0 4641.815
222.5000 42.50000 25.0 4616.622
227.5000 42.50000 25.0 4496.211
232.5000 42.50000 25.0 4333.901
252.5000 42.50000 25.0 3952.159
257.5000 42.50000 25.0 4144.549
292.5000 42.50000 25.0 4575.218
297.5000 42.50000 25.0 4557.041
302.5000 42.50000 25.0 4684.195
307.5000 42.50000 25.0 4604.586
312.5000 42.50000 25.0 4500.929
317.5000 42.50000 25.0 4569.896
322.5000 42.50000 25.0 4566.761
327.5000 42.50000 25.0 4370.177
332.5000 42.50000 25.0 4292.021
337.5000 42.50000 25.0 4423.292
342.5000 42.50000 25.0 4574.863
347.5000 42.50000 25.0 4617.548
62.50000 37.50000 25.0 3380.062
72.50000 37.50000 25.0 3446.181
77.50000 37.50000 25.0 3359.884
82.50000 37.50000 25.0 3280.831
87.50000 37.50000 25.0 3238.665
92.50000 37.50000 25.0 3058.192
97.50000 37.50000 25.0 3099.053
102.5000 37.50000 25.0 3125.927
182.5000 37.50000 25.0 4629.928
187.5000 37.50000 25.0 4665.372
192.5000 37.50000 25.0 4678.634
197.5000 37.50000 25.0 4655.493
202.5000 37.50000 25.0 4575.261
207.5000 37.50000 25.0 4592.318
212.5000 37.50000 25.0 4610.532
217.5000 37.50000 25.0 4600.491
222.5000 37.50000 25.0 4627.589
227.5000 37.50000 25.0 4637.044
232.5000 37.50000 25.0 4620.707
237.5000 37.50000 25.0 4317.710
257.5000 37.50000 25.0 3821.718
297.5000 37.50000 25.0 4645.321
302.5000 37.50000 25.0 4643.530
307.5000 37.50000 25.0 4568.120
312.5000 37.50000 25.0 4548.417
317.5000 37.50000 25.0 4594.633
322.5000 37.50000 25.0 4501.306
327.5000 37.50000 25.0 4359.830
332.5000 37.50000 25.0 4406.714
337.5000 37.50000 25.0 4506.282
342.5000 37.50000 25.0 4594.251
347.5000 37.50000 25.0 4575.445
2.500000 32.50000 25.0 4072.205
7.500000 32.50000 25.0 4072.986
12.50000 32.50000 25.0 4209.993
17.50000 32.50000 25.0 4171.212
22.50000 32.50000 25.0 4091.678
27.50000 32.50000 25.0 4008.209
52.50000 32.50000 25.0 3207.481
57.50000 32.50000 25.0 3294.647
72.50000 32.50000 25.0 3390.715
77.50000 32.50000 25.0 3454.333
82.50000 32.50000 25.0 3289.123
87.50000 32.50000 25.0 3098.471
92.50000 32.50000 25.0 3017.331
97.50000 32.50000 25.0 2975.590
102.5000 32.50000 25.0 3142.426
192.5000 32.50000 25.0 4647.684
197.5000 32.50000 25.0 4643.922
202.5000 32.50000 25.0 4615.837
207.5000 32.50000 25.0 4659.139
212.5000 32.50000 25.0 4654.573
217.5000 32.50000 25.0 4602.532
222.5000 32.50000 25.0 4553.045
227.5000 32.50000 25.0 4591.685
232.5000 32.50000 25.0 4614.596
237.5000 32.50000 25.0 4506.198
282.5000 32.50000 25.0 4516.686
297.5000 32.50000 25.0 4545.024
302.5000 32.50000 25.0 4621.345
307.5000 32.50000 25.0 4612.186
312.5000 32.50000 25.0 4518.021
317.5000 32.50000 25.0 4428.022
322.5000 32.50000 25.0 4397.595
327.5000 32.50000 25.0 4505.696
332.5000 32.50000 25.0 4544.425
337.5000 32.50000 25.0 4614.026
342.5000 32.50000 25.0 4615.245
347.5000 32.50000 25.0 4663.643
352.5000 32.50000 25.0 4137.023
357.5000 32.50000 25.0 4053.407
2.500000 27.50000 25.0 4176.213
7.500000 27.50000 25.0 4060.853
12.50000 27.50000 25.0 4107.186
17.50000 27.50000 25.0 4020.910
22.50000 27.50000 25.0 3903.517
27.50000 27.50000 25.0 4009.672
32.50000 27.50000 25.0 4125.798
37.50000 27.50000 25.0 4132.201
42.50000 27.50000 25.0 4030.259
47.50000 27.50000 25.0 4058.749
57.50000 27.50000 25.0 3564.684
62.50000 27.50000 25.0 3512.802
67.50000 27.50000 25.0 3674.841
72.50000 27.50000 25.0 3861.438
82.50000 27.50000 25.0 3662.177
87.50000 27.50000 25.0 3336.665
92.50000 27.50000 25.0 3189.485
97.50000 27.50000 25.0 2864.832
197.5000 27.50000 25.0 4601.680
202.5000 27.50000 25.0 4599.161
207.5000 27.50000 25.0 4598.223
212.5000 27.50000 25.0 4595.833
217.5000 27.50000 25.0 4533.455
222.5000 27.50000 25.0 4495.513
227.5000 27.50000 25.0 4528.252
232.5000 27.50000 25.0 4539.379
237.5000 27.50000 25.0 4481.762
297.5000 27.50000 25.0 4593.481
302.5000 27.50000 25.0 4686.323
307.5000 27.50000 25.0 4679.431
312.5000 27.50000 25.0 4524.993
317.5000 27.50000 25.0 4372.081
322.5000 27.50000 25.0 4508.806
327.5000 27.50000 25.0 4651.433
332.5000 27.50000 25.0 4634.656
337.5000 27.50000 25.0 4627.934
342.5000 27.50000 25.0 4621.587
347.5000 27.50000 25.0 4532.568
352.5000 27.50000 25.0 4048.481
357.5000 27.50000 25.0 4084.833
2.500000 22.50000 25.0 4108.438
7.500000 22.50000 25.0 4033.842
12.50000 22.50000 25.0 4049.358
17.50000 22.50000 25.0 3965.025
22.50000 22.50000 25.0 3862.048
27.50000 22.50000 25.0 3950.197
32.50000 22.50000 25.0 3938.109
37.50000 22.50000 25.0 4263.751
42.50000 22.50000 25.0 3885.775
47.50000 22.50000 25.0 3968.411
52.50000 22.50000 25.0 3923.020
57.50000 22.50000 25.0 3946.426
62.50000 22.50000 25.0 4117.838
67.50000 22.50000 25.0 4094.491
72.50000 22.50000 25.0 3935.535
182.5000 22.50000 25.0 4546.396
187.5000 22.50000 25.0 4573.667
202.5000 22.50000 25.0 4537.519
207.5000 22.50000 25.0 4609.308
212.5000 22.50000 25.0 4627.991
217.5000 22.50000 25.0 4609.960
222.5000 22.50000 25.0 4623.301
227.5000 22.50000 25.0 4612.584
232.5000 22.50000 25.0 4584.743
237.5000 22.50000 25.0 4543.642
242.5000 22.50000 25.0 4490.603
302.5000 22.50000 25.0 4659.355
307.5000 22.50000 25.0 4626.128
312.5000 22.50000 25.0 4455.956
317.5000 22.50000 25.0 4478.363
322.5000 22.50000 25.0 4610.071
327.5000 22.50000 25.0 4609.533
332.5000 22.50000 25.0 4621.697
337.5000 22.50000 25.0 4654.114
342.5000 22.50000 25.0 4550.768
347.5000 22.50000 25.0 4403.955
352.5000 22.50000 25.0 4247.673
357.5000 22.50000 25.0 4273.119
2.500000 17.50000 25.0 4091.550
7.500000 17.50000 25.0 4096.572
12.50000 17.50000 25.0 4021.870
17.50000 17.50000 25.0 3956.044
22.50000 17.50000 25.0 3892.851
27.50000 17.50000 25.0 3939.246
32.50000 17.50000 25.0 3921.801
37.50000 17.50000 25.0 4035.130
42.50000 17.50000 25.0 3823.454
47.50000 17.50000 25.0 3847.235
52.50000 17.50000 25.0 4070.490
57.50000 17.50000 25.0 4222.647
62.50000 17.50000 25.0 4391.189
67.50000 17.50000 25.0 4440.269
72.50000 17.50000 25.0 4210.833
77.50000 17.50000 25.0 4076.841
182.5000 17.50000 25.0 4501.488
187.5000 17.50000 25.0 4564.413
192.5000 17.50000 25.0 4618.819
197.5000 17.50000 25.0 4614.045
202.5000 17.50000 25.0 4586.413
222.5000 17.50000 25.0 4636.080
227.5000 17.50000 25.0 4631.740
232.5000 17.50000 25.0 4593.713
237.5000 17.50000 25.0 4541.819
242.5000 17.50000 25.0 4439.054
307.5000 17.50000 25.0 4483.364
312.5000 17.50000 25.0 4355.538
317.5000 17.50000 25.0 4476.808
322.5000 17.50000 25.0 4659.146
327.5000 17.50000 25.0 4662.902
332.5000 17.50000 25.0 4615.280
337.5000 17.50000 25.0 4645.698
342.5000 17.50000 25.0 4570.559
347.5000 17.50000 25.0 4377.333
352.5000 17.50000 25.0 4285.375
357.5000 17.50000 25.0 4281.841
2.500000 12.50000 25.0 4176.489
7.500000 12.50000 25.0 4061.670
12.50000 12.50000 25.0 4042.750
17.50000 12.50000 25.0 3970.899
22.50000 12.50000 25.0 3963.649
27.50000 12.50000 25.0 4074.719
32.50000 12.50000 25.0 3920.903
37.50000 12.50000 25.0 3810.795
42.50000 12.50000 25.0 3930.181
47.50000 12.50000 25.0 4193.100
52.50000 12.50000 25.0 4454.427
57.50000 12.50000 25.0 4419.236
62.50000 12.50000 25.0 4483.756
67.50000 12.50000 25.0 4405.902
72.50000 12.50000 25.0 4379.431
182.5000 12.50000 25.0 4609.727
187.5000 12.50000 25.0 4639.614
192.5000 12.50000 25.0 4609.060
197.5000 12.50000 25.0 4622.335
202.5000 12.50000 25.0 4604.343
207.5000 12.50000 25.0 4572.231
212.5000 12.50000 25.0 4561.602
217.5000 12.50000 25.0 4582.608
222.5000 12.50000 25.0 4575.155
227.5000 12.50000 25.0 4567.048
232.5000 12.50000 25.0 4519.832
237.5000 12.50000 25.0 4526.079
242.5000 12.50000 25.0 4423.938
247.5000 12.50000 25.0 4410.920
292.5000 12.50000 25.0 4269.794
302.5000 12.50000 25.0 4372.932
307.5000 12.50000 25.0 4539.151
312.5000 12.50000 25.0 4428.125
322.5000 12.50000 25.0 4644.170
327.5000 12.50000 25.0 4684.921
332.5000 12.50000 25.0 4634.657
337.5000 12.50000 25.0 4679.346
342.5000 12.50000 25.0 4443.605
347.5000 12.50000 25.0 4290.850
352.5000 12.50000 25.0 4178.263
357.5000 12.50000 25.0 4221.133
2.500000 7.500000 25.0 4187.919
7.500000 7.500000 25.0 4136.536
